City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,kailua-kona,19.6406,-155.9956,302.13,76,20,4.12,US,1729136105
364,nagqu,31.5,92.0,280.81,15,96,8.22,CN,1729136106
365,pelabuhanratu,-6.9875,106.5514,303.33,50,87,3.27,ID,1729136108
366,juneau,58.3019,-134.4197,280.15,95,100,3.6,US,1729136025
367,ngorongoro,-3.2397,35.4875,285.24,68,81,2.04,TZ,1729136110
368,saint-francois,46.4154,3.9054,290.84,85,0,0.0,FR,1729136112
369,antsiranana,-12.2787,49.2917,295.57,94,20,0.0,MG,1729136113
370,lerwick,60.1545,-1.1494,284.67,98,100,10.27,GB,1729136114
371,sweetwater,25.7634,-80.3731,296.49,77,100,5.66,US,1729136116
372,badger,64.8,-147.5333,271.47,74,100,3.09,US,1729136117
373,siwa oasis,29.2041,25.5195,294.94,68,0,2.6,EG,1729136118
374,viedma,-40.8135,-62.9967,288.39,95,100,7.71,AR,1729136119
375,mount gambier,-37.8333,140.7667,298.96,56,100,4.49,AU,1729136120
376,bajil,15.0584,43.2851,303.14,68,98,0.64,YE,1729136121
377,st. john's,47.5649,-52.7093,280.46,92,20,6.17,CA,1729136037
378,sligo,54.2697,-8.4694,282.46,97,30,2.86,IE,1729136124
379,shubarshi,48.5872,57.1869,278.73,38,99,3.51,KZ,1729136125
380,korba,22.35,82.6833,301.79,72,92,1.13,IN,1729136126
381,faya-largeau,17.9257,19.1043,300.94,25,24,6.19,TD,1729136127
382,san clemente del tuyu,-36.3569,-56.7235,287.31,87,77,4.56,AR,1729136128
383,bayganin,48.6947,55.8742,278.92,40,100,3.81,KZ,1729136129
384,gedo,9.0167,37.45,283.45,90,79,1.43,ET,1729136131
385,knysna,-34.0363,23.0471,289.21,79,60,3.39,ZA,1729135872
386,newman,37.3138,-121.0208,292.06,73,3,0.89,US,1729136133
387,yeraliyev,43.2,51.65,286.12,36,98,8.14,KZ,1729136134
388,toamasina,-18.1667,49.3833,296.15,94,75,1.03,MG,1729136135
389,paka,4.6374,103.4368,304.11,70,20,2.06,MY,1729136136
390,pangody,65.85,74.4859,272.75,98,100,6.47,RU,1729136138
391,pemagatshel,27.038,91.4031,295.43,59,18,1.96,BT,1729136139
392,mount isa,-20.7333,139.5,311.02,22,0,6.69,AU,1729136045
393,belyy yar,53.6039,91.3903,274.09,86,75,0.0,RU,1729136141
394,filadelfia,39.9523,-75.1638,282.38,66,0,2.57,US,1729136117
395,san jose de jachal,-30.2406,-68.7469,296.39,58,0,1.23,AR,1729136143
396,san fernando,15.0286,120.6898,305.0,58,100,2.33,PH,1729136144
397,ambodifotatra,-16.9833,49.85,298.18,88,75,2.06,MG,1729136146
398,felege neway,6.3,36.8833,291.5,89,90,0.21,ET,1729136147
399,ciudad insurgentes,25.2625,-111.7753,293.12,77,100,4.7,MX,1729136148
400,beau vallon,-20.4189,57.6953,294.28,88,40,1.54,MU,1729136067
401,nantucket,41.2835,-70.0995,284.34,76,0,4.02,US,1729135982
402,alto barinas,8.5931,-70.2261,299.41,71,98,1.43,VE,1729136153
403,tabora,-5.0167,32.8,295.05,56,100,1.26,TZ,1729136154
404,steamboat springs,40.485,-106.8317,286.46,44,100,3.6,US,1729136155
405,excelsior springs,39.3392,-94.2261,280.78,67,1,3.43,US,1729136156
406,qamdo,31.1667,97.2333,279.58,40,100,3.35,CN,1729136158
407,waounde,15.2637,-12.8682,300.36,60,100,3.34,SN,1729136159
408,san rafael,-34.6177,-68.3301,294.57,33,0,2.74,AR,1729136113
409,kangasniemi,61.9936,26.6479,278.27,91,85,3.51,FI,1729136161
410,gaigeturi,33.4644,126.3183,297.18,73,75,9.77,KR,1729136162
411,paravur tekkumbhagam,8.7833,76.7,300.43,77,98,2.15,IN,1729136163
412,glasgow,55.8652,-4.2576,288.16,96,100,1.03,GB,1729135869
413,ati,13.2154,18.3353,302.07,40,75,2.6,TD,1729136166
414,mouila,-1.8685,11.0559,295.85,98,100,0.18,GA,1729136156
415,praia da vitoria,38.7333,-27.0667,289.29,88,0,2.05,PT,1729136168
416,nadym,65.5333,72.5167,273.92,96,100,7.15,RU,1729136169
417,pochinok,54.4068,32.4407,274.5,91,66,2.73,RU,1729136170
418,loudun,47.0079,0.083,289.19,94,100,2.73,FR,1729136172
419,vila velha,-20.3297,-40.2925,298.12,89,40,5.14,BR,1729136173
420,missoula,47.0166,-113.8009,279.32,91,100,1.69,US,1729136174
421,noyabrsk,63.1994,75.4507,273.47,80,100,8.31,RU,1729136175
422,saint-pierre,-21.3393,55.4781,295.97,73,0,2.57,RE,1729136176
423,tual,-5.6667,132.75,301.13,74,98,3.2,ID,1729136177
424,bafq,31.6128,55.4107,297.2,23,0,1.76,IR,1729136178
425,fort bragg,35.139,-79.006,282.06,73,0,3.09,US,1729136180
426,kerikeri,-35.2268,173.9474,288.6,59,100,3.92,NZ,1729136181
427,shumikha,55.2261,63.2961,273.08,76,100,2.82,RU,1729136182
428,nova vicosa,-17.8919,-39.3719,296.43,93,100,4.85,BR,1729136183
429,machico,32.7,-16.7667,295.5,73,20,4.63,PT,1729136184
430,vilyuchinsk,52.9306,158.4028,282.3,60,83,5.47,RU,1729136185
431,geraldton,-28.7667,114.6,295.38,60,75,6.17,AU,1729135888
432,daru,-9.0763,143.2092,301.69,70,91,5.19,PG,1729136188
433,astrakhan,46.3497,48.0408,280.08,87,0,4.0,RU,1729136189
434,ciudad bolivar,8.1222,-63.5497,299.99,77,100,2.0,VE,1729136190
435,mazar-e sharif,36.709,67.1109,289.6,19,1,1.16,AF,1729136191
436,paris,48.8534,2.3488,290.61,91,100,3.6,FR,1729135951
437,enshi,30.3,109.4833,292.24,90,100,1.11,CN,1729136193
438,at taj,24.2049,23.2857,293.28,44,0,3.32,LY,1729136195
439,gurupi,-11.7292,-49.0686,296.11,91,82,1.91,BR,1729136196
440,dudinka,69.4058,86.1778,263.92,77,100,11.02,RU,1729136197
441,dnestrovsc,46.6222,29.9133,280.3,83,65,5.44,MD,1729136198
442,myanaung,18.2833,95.3167,302.92,75,47,0.94,MM,1729136200
443,gizo,-8.103,156.8419,302.0,75,92,4.61,SB,1729136202
444,riosucio,5.4216,-75.7032,289.19,97,96,0.82,CO,1729136203
445,haiku-pauwela,20.9219,-156.3051,300.16,62,20,12.35,US,1729135996
446,ashland,40.8167,-82.2665,276.45,97,44,1.29,US,1729135979
447,alofi,-19.0595,-169.9187,300.09,65,40,5.14,NU,1729136206
448,villemandeur,47.987,2.718,290.45,93,82,4.01,FR,1729136207
449,turbat,26.0023,63.044,304.67,22,29,2.88,PK,1729136209
450,urkarakh,42.163,47.6307,281.35,77,99,0.63,RU,1729136210
451,yuanping,38.7153,112.7575,285.61,95,100,0.93,CN,1729136211
452,dampit,-8.2116,112.7493,302.49,46,98,4.24,ID,1729136212
453,rundu,-17.9333,19.7667,292.86,59,32,2.09,NA,1729136213
454,titusville,28.6122,-80.8075,292.16,59,0,6.69,US,1729136214
455,krutaya gorka,55.3649,73.2231,275.26,79,0,1.3,RU,1729136216
456,ventspils,57.3894,21.5606,276.11,100,0,2.57,LV,1729136217
457,nizhneangarsk,55.7833,109.55,266.14,49,7,5.25,RU,1729136218
458,qarauyl,48.9451,79.255,274.03,57,67,4.85,KZ,1729136219
459,san matias,-16.3667,-58.4,297.75,69,87,1.72,BO,1729136220
460,al bawiti,28.3492,28.8659,292.4,77,0,1.98,EG,1729136221
461,arusha,-3.3667,36.6833,290.22,77,36,1.81,TZ,1729136222
462,nieuw amsterdam,5.8833,-55.0833,298.66,83,46,3.22,SR,1729136224
463,pariaman,-0.619,100.12,303.18,71,65,2.35,ID,1729136225
464,pohrebyshche,49.4864,29.2636,276.57,90,71,4.12,UA,1729136226
465,siesta key,27.302,-82.5515,290.93,60,0,6.17,US,1729136227
466,opuwo,-18.0607,13.84,291.5,37,19,0.67,NA,1729136228
467,yelanskiy,56.8419,62.5014,274.61,74,100,1.79,RU,1729136230
468,lukolela,-1.0605,17.1821,294.39,98,82,1.34,CD,1729136231
469,liwale,-9.7667,37.9333,295.74,79,88,1.71,TZ,1729136232
470,francistown,-21.17,27.5079,286.72,75,1,4.17,BW,1729136233
471,retreat,38.8245,-85.8533,276.47,96,24,0.5,US,1729136234
472,sao gabriel da cachoeira,-0.1303,-67.0892,296.19,95,6,0.9,BR,1729136235
473,geretsried,47.8578,11.4805,279.97,85,98,1.42,DE,1729136236
474,nikolayevka,53.1257,47.2041,277.29,97,100,2.91,RU,1729136238
475,xique xique,-10.8217,-42.7311,298.13,73,88,0.88,BR,1729136239
476,duki,30.1541,68.5728,298.6,14,0,0.97,PK,1729136240
477,saldanha,-33.0117,17.9442,288.18,96,15,2.98,ZA,1729136241
478,juruti,-2.1522,-56.0922,298.58,71,45,0.22,BR,1729136242
479,nuku'alofa,-21.1333,-175.2,295.34,88,100,6.69,TO,1729136243
480,lichtenburg,-26.152,26.1597,285.01,78,2,5.07,ZA,1729136245
481,coxen hole,16.3244,-86.5366,298.75,83,20,2.06,HN,1729136012
482,dzhetygara,52.1908,61.2006,274.54,56,100,2.6,KZ,1729136247
483,port isabel,26.0734,-97.2086,298.16,80,0,10.28,US,1729136160
484,souillac,-20.5167,57.5167,294.36,88,40,1.54,MU,1729136249
485,queenstown,-31.8976,26.8753,290.41,56,83,2.48,ZA,1729136210
486,nemuro,43.3236,145.575,286.71,79,100,3.52,JP,1729136164
487,broome,42.2506,-75.833,277.4,76,0,1.54,US,1729136253
488,vernon,50.2581,-119.2691,282.89,45,32,0.89,CA,1729136254
489,solnechnyy,50.7214,136.6319,280.69,30,1,4.67,RU,1729136255
490,dakhla,23.6848,-15.958,294.3,94,100,5.68,EH,1729136256
491,banfora,10.6333,-4.7667,296.04,92,69,1.1,BF,1729136257
492,waingapu,-9.6567,120.2641,304.42,57,68,5.29,ID,1729136258
493,awjilah,29.1081,21.2869,293.44,69,0,3.19,LY,1729136260
494,khorixas,-20.3667,14.9667,289.62,39,63,1.38,NA,1729136261
495,dedovichi,57.5517,29.9502,275.85,92,50,2.78,RU,1729136262
496,hithadhoo,-0.6,73.0833,302.21,73,79,8.31,MV,1729136263
497,pandan,14.0453,124.1694,302.37,73,100,4.09,PH,1729136264
498,tarifa,36.0139,-5.607,292.12,83,60,7.51,ES,1729136162
499,bisert',56.8617,59.0523,275.26,61,100,1.52,RU,1729136266
500,kununurra,-15.7667,128.7333,309.14,41,75,2.06,AU,1729136268
501,constitucion,-35.3333,-72.4167,283.65,91,0,1.89,CL,1729136269
502,canutama,-6.5339,-64.3831,298.69,69,48,1.25,BR,1729136270
503,conceicao da barra,-18.5933,-39.7322,296.3,91,100,3.56,BR,1729136271
504,mohr,54.3528,9.7167,282.57,84,75,5.14,DE,1729136272
505,vadso,70.0744,29.7487,275.24,93,75,3.6,NO,1729136273
506,kalmunai,7.4167,81.8167,302.51,73,87,2.28,LK,1729136275
507,shingu,33.7333,135.9833,298.36,73,90,2.69,JP,1729136276
508,kaoma,-14.7833,24.8,289.51,82,73,2.44,ZM,1729136277
509,jawf al maqbabah,13.8378,45.8349,298.95,28,94,2.22,YE,1729136278
510,flin flon,54.7682,-101.865,280.15,68,100,4.56,CA,1729136279
511,ascencion de guarayos,-15.8963,-63.1881,295.91,82,41,1.71,BO,1729136280
512,flying fish cove,-10.4217,105.6791,299.62,66,91,7.22,CX,1729136282
513,golfito,8.639,-83.166,295.21,94,100,0.76,CR,1729136283
514,aktau,43.65,51.2,284.47,40,100,7.95,KZ,1729136284
515,elva,58.2225,26.4211,278.23,92,0,3.09,EE,1729136285
516,ocean city,39.2776,-74.5746,283.15,67,31,4.47,US,1729136033
517,dongola,19.1667,30.4833,300.87,31,7,6.68,SD,1729136287
518,mandalgovi,45.7625,106.2708,282.14,36,58,6.46,MN,1729136288
519,dilling,12.05,29.65,297.18,71,10,1.86,SD,1729136290
520,howrah,22.5892,88.3103,304.15,79,20,2.06,IN,1729136291
521,xining,36.6167,101.7667,285.03,44,0,1.02,CN,1729136292
522,naliya,23.2667,68.8333,303.26,60,98,2.27,IN,1729136293
523,al ghayzah,16.2079,52.176,300.46,74,24,1.98,YE,1729136055
524,hobyo,5.3505,48.5268,298.96,83,31,9.14,SO,1729136295
525,i-n-salah,27.1935,2.4607,302.85,25,14,3.38,DZ,1729136296
526,egilsstadir,65.2653,-14.3948,274.1,100,100,1.54,IS,1729136298
527,talakan,50.3167,130.3667,278.81,47,10,2.4,RU,1729136299
528,ishim,56.1128,69.4902,274.07,81,5,2.74,RU,1729136300
529,papao,-17.75,-149.55,299.97,70,20,1.94,PF,1729136301
530,marang,5.2056,103.2059,305.1,61,78,2.32,MY,1729136302
531,ginir,7.1333,40.7,289.92,62,77,2.04,ET,1729136303
532,swift current,50.2834,-107.8014,285.6,58,0,3.6,CA,1729136305
533,champerico,14.3,-91.9167,299.71,79,0,1.84,GT,1729136306
534,slave lake,55.2834,-114.769,280.14,81,100,9.26,CA,1729136307
535,camacupa,-12.0167,17.4833,291.73,74,99,0.75,AO,1729136308
536,chonchi,-42.6128,-73.8092,284.33,99,100,1.72,CL,1729136310
537,margate,51.3813,1.3862,287.98,91,67,6.63,GB,1729136311
538,adrar,20.5022,-10.0711,305.17,20,100,3.8,MR,1729136312
539,lompoc,34.6391,-120.4579,288.53,88,40,6.71,US,1729136313
540,saint-philippe,-21.3585,55.7679,296.86,76,26,1.73,RE,1729136314
541,pathein,16.7833,94.7333,303.27,74,100,1.64,MM,1729136315
542,mejit,10.2753,170.8646,301.39,77,100,4.67,MH,1729136317
543,chernyshevskiy,63.0128,112.4714,262.11,85,97,2.97,RU,1729136318
544,klaksvik,62.2266,-6.589,283.0,100,100,4.06,FO,1729136319
545,jean-rabel,19.8533,-73.1917,299.14,84,31,1.74,HT,1729136320
546,port-vila,-17.7338,168.3219,299.93,69,75,6.17,VU,1729136321
547,vakhrushi,58.6847,50.0261,276.35,95,100,0.17,RU,1729136322
548,mirnyy,62.5353,113.9611,261.78,74,96,3.39,RU,1729136323
549,rakops,-21.0167,24.3333,289.86,64,0,5.7,BW,1729136325
550,sompeta,18.9333,84.6,301.36,81,100,3.1,IN,1729136326
551,anahuac,27.2333,-100.15,293.21,78,63,6.53,MX,1729136327
552,lae,-6.7221,146.9847,300.82,69,91,4.51,PG,1729136328
553,saurimo,-9.6608,20.3916,291.18,97,95,0.52,AO,1729136329
554,semirom,31.4167,51.5667,283.98,31,0,1.02,IR,1729136330
555,gueret,46.1667,1.8667,288.33,97,94,1.88,FR,1729136332
556,soio,-6.1349,12.3689,298.0,86,100,4.67,AO,1729136333
557,fayroz koh,34.5195,65.2509,283.26,50,0,0.35,AF,1729136334
558,buka,40.8108,69.1986,282.07,46,0,0.97,UZ,1729136335
559,dazuocun,24.8862,118.9643,298.46,81,4,8.05,CN,1729136336
560,mount pearl,47.5166,-52.7813,280.0,93,20,6.17,CA,1729136337
561,galesong,-5.3166,119.3661,304.23,61,44,8.12,ID,1729136338
562,uige,-7.6087,15.0613,293.38,96,100,0.98,AO,1729136340
563,paracuru,-3.41,-39.0306,298.78,76,11,4.95,BR,1729136341
564,aginskoye,51.1,114.53,277.96,46,100,8.82,RU,1729136342
565,port blair,11.6667,92.75,302.17,89,40,1.03,IN,1729136343
566,los frentones,-26.4077,-61.4137,296.19,87,100,1.89,AR,1729136344
567,puerto madryn,-42.7692,-65.0385,292.28,43,100,6.54,AR,1729136331
568,lemvig,56.5486,8.3102,282.07,83,97,8.53,DK,1729136347
569,gole,52.4,19.0967,278.18,68,6,6.81,PL,1729136348
570,kudahuvadhoo,2.6708,72.8944,301.6,73,27,6.82,MV,1729136349
571,vyazemskiy,47.5378,134.7525,283.49,40,4,4.92,RU,1729136350
572,alice springs,-23.7,133.8833,308.9,24,20,10.8,AU,1729136351
573,rice lake,45.5061,-91.7382,278.33,56,0,4.12,US,1729136352
574,murun-kuren,49.6342,100.1625,278.68,37,25,5.42,MN,1729136353
575,sona,45.4388,10.8255,288.07,99,75,1.54,IT,1729136355
576,khandud,36.9513,72.318,278.21,68,51,2.28,AF,1729136356
577,puerto aysen,-45.4,-72.7,281.82,99,98,1.52,CL,1729136357
578,okha,53.5739,142.9478,277.11,61,100,9.71,RU,1729136358
579,karaton,-6.3424,106.1045,306.9,25,100,1.25,ID,1729136359
580,jianshui,23.6363,102.8264,295.54,74,86,2.5,CN,1729136360
581,humaita,-7.5061,-63.0208,297.39,80,76,1.4,BR,1729136362
582,arteche,12.2645,125.4048,304.27,58,79,2.86,PH,1729136363
583,chyorny yar,48.0624,46.1091,282.59,82,100,3.23,RU,1729136364
584,rembangan,-6.7036,111.3416,306.1,36,83,3.1,ID,1729136365
585,yelizovo,53.1873,158.3805,282.23,43,20,8.0,RU,1729136366
586,waddan,29.1614,16.139,292.99,76,0,2.01,LY,1729136367
587,ruzayevka,54.0639,44.9509,275.09,99,100,3.45,RU,1729136368
588,bull savanna,17.8868,-77.5902,297.17,86,97,4.64,JM,1729136370
589,sainte-marie,-20.8968,55.5496,298.74,73,0,3.09,RE,1729136231
590,sanghar,26.0466,68.9481,305.26,44,26,4.79,PK,1729136373
591,mayqayyng,51.4625,75.7986,276.35,56,15,2.36,KZ,1729136374
592,lampazos de naranjo,27.0167,-100.5167,293.17,83,44,4.53,MX,1729136375
593,manicore,-5.8092,-61.3003,299.31,74,98,1.21,BR,1729136377
594,libres,19.4667,-97.6833,282.28,87,43,3.07,MX,1729136378
595,plettenberg bay,-34.0527,23.3716,289.07,79,62,4.59,ZA,1729136379
596,yoichi,43.2039,140.7703,289.24,60,49,5.2,JP,1729136380
597,gucheng chengguanzhen,32.266,111.6348,292.53,91,100,4.02,CN,1729136381
598,soe,-9.8607,124.284,304.09,36,83,4.51,ID,1729136382
599,santa maria,-29.6842,-53.8069,286.76,100,0,0.51,BR,1729136384
600,suntar,62.1444,117.6319,263.77,69,40,3.26,RU,1729136385
601,kulhudhuffushi,6.6221,73.07,301.12,78,94,6.93,MV,1729136386
602,puerto lempira,15.2667,-83.7667,298.98,86,86,3.58,HN,1729136388
603,polyarnyy,69.1989,33.4478,275.63,89,84,4.22,RU,1729136389
604,mazagao,-0.115,-51.2894,297.2,90,11,1.64,BR,1729136391
605,new martinsville,39.6445,-80.8576,279.15,89,100,0.45,US,1729136392
606,puerto yuca,2.9383,-73.2083,296.78,83,8,1.7,CO,1729136393
607,candido mendes,-1.4467,-45.7167,297.58,80,91,1.74,BR,1729136394
608,rioja,-29.4111,-66.8507,297.34,71,20,0.33,AR,1729136395
609,hachinohe,40.5,141.5,292.06,47,3,2.54,JP,1729136396
610,charters towers,-20.1,146.2667,307.48,22,0,7.85,AU,1729136398
611,xindian,36.7975,118.2944,298.48,44,99,4.4,CN,1729136399
612,kapa'a,22.0752,-159.319,301.33,80,20,7.72,US,1729136400
613,namibe,-15.1961,12.1522,292.38,84,93,3.14,AO,1729136401
614,mabaruma,8.2,-59.7833,297.39,91,2,0.76,GY,1729136402
615,palikir - national government center,6.9248,158.1611,303.56,70,100,2.06,FM,1729136403
616,isangel,-19.55,169.2667,299.21,73,75,2.57,VU,1729136404
617,saint-joseph,-21.3667,55.6167,295.36,78,25,0.63,RE,1729136406
618,sao felix do xingu,-6.6447,-51.995,294.59,95,31,0.59,BR,1729136407
619,alo,6.5486,4.2686,297.5,88,99,1.08,NG,1729136408
620,yarkovo,57.4028,67.0786,273.54,73,87,2.86,RU,1729136409
621,brindisi,40.5833,17.6667,292.35,63,100,3.12,IT,1729136410
622,beyneu,45.3167,55.2,280.92,45,77,6.67,KZ,1729136411
623,goedereede,51.8175,3.9806,289.82,80,100,3.13,NL,1729136413
624,kismayo,-0.3582,42.5454,299.37,74,12,6.92,SO,1729136414
625,happy valley-goose bay,53.3168,-60.3315,274.32,80,100,4.12,CA,1729136415
